AIDS診斷年份,AIDS診斷月份,性別,診斷年齡分組,個案數,縣市
2000,7,男,25-34,1,南投縣
2000,7,男,50-64,1,屏東縣
2000,7,男,25-34,3,高雄市
2000,7,男,35-49,1,基隆市
2000,7,男,65以上,1,雲林縣
2000,7,男,25-34,2,新北市
2000,7,男,35-49,3,新北市
2000,7,男,50-64,1,嘉義縣
2000,8,男,25-34,3,台中市
2000,8,男,35-49,2,台中市
2000,8,男,15-24,1,台北市
2000,8,男,25-34,1,台北市
2000,8,男,35-49,1,台北市
2000,8,男,35-49,1,花蓮縣
2000,8,男,35-49,1,屏東縣
2000,8,男,15-24,2,桃園市
2000,8,男,25-34,3,桃園市
2000,8,男,15-24,1,高雄市
2000,8,男,25-34,1,高雄市
2000,8,男,35-49,1,基隆市
2000,8,女,25-34,1,新北市
2000,8,女,35-49,1,新北市
2000,8,男,35-49,1,新北市
2000,8,男,50-64,1,新北市
2000,8,男,25-34,1,彰化縣
2000,8,男,35-49,1,彰化縣
2000,9,男,25-34,1,台北市
2000,9,男,35-49,2,台北市
2000,9,男,35-49,1,台南市
2000,9,男,35-49,1,宜蘭縣
2000,9,男,50-64,1,高雄市
2000,9,男,35-49,1,基隆市
2000,9,男,65以上,1,基隆市
2000,9,男,25-34,1,新北市
2000,9,男,50-64,1,新北市
2000,9,女,25-34,1,嘉義市
2000,10,男,35-49,1,台中市
2000,10,男,35-49,1,台北市
2000,10,男,50-64,1,台北市
2000,10,男,65以上,1,台北市
2000,10,男,25-34,1,台南市
2000,10,男,25-34,1,屏東縣
2000,10,男,25-34,1,苗栗縣
2000,10,女,35-49,1,桃園市
2000,10,男,50-64,1,桃園市
2000,10,女,25-34,1,雲林縣
2000,10,女,25-34,1,新北市
2000,10,男,15-24,1,新北市
2000,10,男,25-34,2,新北市
2000,10,男,35-49,1,新北市
2000,11,男,25-34,2,台中市
2000,11,男,35-49,3,台中市
2000,11,男,50-64,1,台中市
2000,11,女,50-64,1,台北市
2000,11,男,25-34,1,台北市
2000,11,男,35-49,1,台北市
2000,11,男,25-34,1,台南市
2000,11,男,25-34,1,屏東縣
2000,11,男,35-49,1,屏東縣
2000,11,男,25-34,1,高雄市
2000,11,男,25-34,2,新北市
2000,11,男,35-49,2,新北市
2000,11,男,35-49,1,彰化縣
2000,11,女,35-49,1,澎湖縣
2000,12,男,25-34,2,台中市
2000,12,男,35-49,2,台中市
2000,12,男,50-64,1,台中市
2000,12,男,25-34,1,台北市
2000,12,男,50-64,1,台北市
2000,12,女,25-34,1,高雄市
2000,12,男,25-34,1,高雄市
2000,12,男,35-49,1,新北市
2000,12,男,50-64,1,新北市
2000,12,男,35-49,1,新竹縣
2000,12,男,25-34,1,嘉義縣
2000,12,男,25-34,1,澎湖縣
2001,1,男,50-64,1,台中市
2001,1,男,35-49,3,台南市
2001,1,男,50-64,1,台南市
2001,1,男,25-34,1,花蓮縣
2001,1,男,50-64,1,屏東縣
2001,1,男,35-49,1,桃園市
2001,1,男,65以上,1,桃園市
2001,1,男,35-49,1,高雄市
2001,1,男,35-49,2,新北市
2001,1,男,25-34,1,彰化縣
2001,2,男,25-34,1,台中市
2001,2,男,35-49,2,台北市
2001,2,男,25-34,1,台南市
2001,2,男,35-49,1,台南市
2001,2,女,15-24,1,花蓮縣
2001,2,男,35-49,1,南投縣
2001,2,男,35-49,1,高雄市
2001,2,男,25-34,3,新北市
2001,3,男,65以上,1,台中市
2001,3,男,25-34,2,台北市
2001,3,男,35-49,1,台北市
2001,3,男,25-34,1,台南市
2001,3,男,35-49,2,台南市
2001,3,男,50-64,1,台南市
2001,3,男,25-34,2,宜蘭縣
2001,3,男,35-49,2,屏東縣
2001,3,男,35-49,1,高雄市
2001,3,女,50-64,1,新北市
2001,3,男,35-49,1,新北市
2001,4,女,15-24,1,台中市
2001,4,男,35-49,1,台中市
2001,4,男,15-24,1,台北市
2001,4,男,25-34,1,台北市
2001,4,男,50-64,1,台北市
2001,4,男,15-24,1,台南市
2001,4,男,35-49,1,屏東縣
2001,4,男,25-34,1,桃園市
2001,4,男,35-49,1,桃園市
2001,4,男,35-49,1,雲林縣
2001,4,男,25-34,1,新北市
2001,4,男,50-64,3,新北市
2001,4,男,35-49,1,嘉義縣
2001,4,男,25-34,1,彰化縣
2001,5,男,25-34,2,台中市
2001,5,男,35-49,1,台中市
2001,5,女,50-64,1,台北市
2001,5,男,25-34,1,台北市
2001,5,男,35-49,2,台北市
2001,5,男,50-64,1,屏東縣
2001,5,男,65以上,1,屏東縣
2001,5,男,35-49,1,桃園市
2001,5,男,50-64,1,桃園市
2001,5,女,35-49,2,高雄市
2001,5,男,35-49,1,高雄市
2001,5,男,25-34,1,新北市
2001,5,男,65以上,1,嘉義縣
2001,5,男,35-49,1,彰化縣
2001,5,男,50-64,1,彰化縣
2001,6,男,25-34,2,台中市
2001,6,男,35-49,1,台中市
2001,6,男,50-64,1,台中市
2001,6,男,25-34,1,台北市
2001,6,男,35-49,1,台北市
2001,6,男,65以上,1,台北市
2001,6,男,15-24,1,台南市
2001,6,男,50-64,1,花蓮縣
2001,6,男,25-34,1,桃園市
2001,6,男,35-49,1,桃園市
2001,6,男,25-34,1,高雄市
2001,6,男,25-34,2,新北市
2001,6,男,35-49,1,新北市
2001,6,女,35-49,1,嘉義縣
2001,6,男,25-34,1,彰化縣
2001,7,女,15-24,1,台中市
2001,7,男,35-49,2,台中市
2001,7,男,25-34,1,台北市
2001,7,男,35-49,1,台北市
2001,7,男,35-49,1,台南市
2001,7,男,50-64,3,台南市
2001,7,男,35-49,1,桃園市
2001,7,男,25-34,1,高雄市
2001,7,男,35-49,1,高雄市
2001,7,男,50-64,1,高雄市
2001,7,男,35-49,1,新北市
2001,8,男,25-34,1,台北市
2001,8,男,35-49,1,台北市
2001,8,男,50-64,1,台南市
2001,8,男,65以上,1,台南市
2001,8,男,25-34,1,屏東縣
2001,8,男,35-49,1,屏東縣
2001,8,男,35-49,2,桃園市
2001,8,男,25-34,1,高雄市
2001,8,男,35-49,1,高雄市
2001,8,女,35-49,1,新北市
2001,8,男,25-34,3,新北市
2001,9,女,25-34,1,台中市
2001,9,男,50-64,1,台中市
2001,9,男,35-49,1,台北市
2001,9,男,50-64,1,台北市
2001,9,女,50-64,1,台南市
2001,9,男,25-34,1,台南市
2001,9,女,35-49,1,宜蘭縣
2001,9,男,15-24,1,花蓮縣
2001,9,男,25-34,1,高雄市
2001,9,男,25-34,1,新北市
2001,9,男,35-49,1,新北市
2001,9,男,50-64,1,新北市
2001,10,男,25-34,1,台中市
2001,10,男,25-34,2,台北市
2001,10,男,35-49,1,台北市
2001,10,男,50-64,2,台南市
2001,10,男,35-49,1,南投縣
2001,10,男,35-49,1,桃園市
2001,10,男,15-24,1,高雄市
2001,10,男,35-49,1,高雄市
2001,10,男,35-49,1,新北市
2001,10,男,35-49,1,嘉義市
2001,11,男,35-49,1,台中市
2001,11,男,25-34,1,台北市
2001,11,男,35-49,2,台北市
2001,11,男,35-49,1,台南市
2001,11,男,50-64,1,南投縣
2001,11,男,25-34,1,高雄市
2001,11,男,35-49,3,高雄市
2001,11,男,25-34,1,嘉義縣
2001,12,男,35-49,1,台中市
2001,12,男,25-34,1,台北市
2001,12,男,35-49,1,台北市
2001,12,女,25-34,1,苗栗縣
2001,12,女,25-34,1,桃園市
2001,12,男,25-34,1,高雄市
2001,12,男,35-49,1,高雄市
2001,12,男,50-64,1,高雄市
2001,12,男,25-34,1,基隆市
2001,12,男,35-49,3,新北市
2001,12,男,50-64,1,新北市
2001,12,男,25-34,1,彰化縣
2002,1,男,35-49,1,台中市
2002,1,男,50-64,1,台中市
2002,1,男,25-34,1,台南市
2002,1,男,35-49,1,台南市
2002,1,男,35-49,1,南投縣
2002,1,男,35-49,1,新北市
2002,2,男,15-24,1,台東縣
2002,2,男,35-49,1,高雄市
2002,2,男,25-34,1,新北市
2002,3,男,35-49,1,台中市
2002,3,男,25-34,2,台北市
2002,3,男,35-49,3,台北市
2002,3,男,25-34,1,台南市
2002,3,男,35-49,2,屏東縣
2002,3,男,25-34,2,高雄市
2002,3,男,35-49,2,高雄市
2002,3,男,35-49,2,新北市
2002,3,男,50-64,1,新北市
2002,3,男,35-49,1,新竹市
2002,3,男,35-49,1,嘉義市
2002,4,男,15-24,1,台中市
2002,4,男,25-34,1,台中市
2002,4,男,35-49,3,台中市
2002,4,男,50-64,2,台中市
2002,4,女,50-64,1,台北市
2002,4,男,25-34,2,台北市
2002,4,男,35-49,1,台北市
2002,4,男,25-34,1,台南市
2002,4,女,25-34,1,宜蘭縣
2002,4,男,15-24,1,宜蘭縣
2002,4,男,50-64,1,宜蘭縣
2002,4,女,50-64,1,南投縣
2002,4,男,35-49,2,高雄市
2002,4,男,50-64,1,高雄市
2002,4,女,25-34,1,雲林縣
2002,4,男,35-49,2,新北市
2002,4,男,50-64,1,新北市
2002,5,女,25-34,1,台中市
2002,5,女,35-49,1,台中市
2002,5,男,25-34,1,台北市
2002,5,男,35-49,1,台北市
2002,5,男,25-34,1,台南市
2002,5,男,35-49,1,台南市
2002,5,男,35-49,1,宜蘭縣
2002,5,男,65以上,1,宜蘭縣
2002,5,男,25-34,1,桃園市
2002,5,男,35-49,1,桃園市
2002,5,男,15-24,1,高雄市
2002,5,男,25-34,1,高雄市
2002,5,男,35-49,1,高雄市
2002,5,男,35-49,1,新北市
2002,5,男,50-64,1,新北市
2002,5,女,25-34,1,新竹縣
2002,6,女,35-49,1,台中市
2002,6,男,35-49,1,台中市
2002,6,男,25-34,1,台北市
2002,6,男,35-49,2,台南市
2002,6,男,25-34,1,桃園市
2002,6,女,15-24,1,高雄市
2002,6,男,25-34,1,高雄市
2002,6,男,35-49,1,基隆市
2002,6,男,35-49,1,雲林縣
2002,6,女,25-34,1,新北市
2002,6,男,35-49,3,新北市
2002,7,女,35-49,1,台中市
2002,7,男,35-49,2,台北市
2002,7,男,25-34,1,花蓮縣
2002,7,男,25-34,1,苗栗縣
2002,7,男,25-34,1,高雄市
2002,7,男,35-49,1,高雄市
2002,7,女,65以上,1,新北市
2002,7,男,25-34,1,新北市
2002,7,男,35-49,1,新北市
2002,7,男,35-49,1,彰化縣
2002,7,男,50-64,1,彰化縣
2002,7,男,65以上,1,彰化縣
2002,8,男,25-34,1,台中市
2002,8,男,35-49,1,台中市
2002,8,女,50-64,1,台北市
2002,8,男,35-49,2,台北市
2002,8,男,50-64,1,台北市
2002,8,男,25-34,1,台東縣
2002,8,男,25-34,1,台南市
2002,8,男,35-49,1,台南市
2002,8,男,50-64,1,台南市
2002,8,男,65以上,1,台南市
2002,8,男,35-49,1,花蓮縣
2002,8,男,35-49,1,南投縣
2002,8,男,35-49,1,屏東縣
2002,8,男,35-49,1,雲林縣
2002,8,男,25-34,1,新北市
2002,8,男,35-49,1,新北市
2002,8,男,50-64,1,新北市
2002,8,男,35-49,1,嘉義縣
2002,8,男,25-34,1,彰化縣
2002,9,男,25-34,1,台北市
2002,9,男,35-49,1,台北市
2002,9,男,65以上,2,台北市
2002,9,男,25-34,2,台南市
2002,9,男,65以上,1,南投縣
2002,9,男,35-49,1,屏東縣
2002,9,男,35-49,1,桃園市
2002,9,男,50-64,1,高雄市
2002,9,男,25-34,1,新北市
2002,9,男,35-49,3,新北市
2002,10,女,50-64,1,台中市
2002,10,男,65以上,1,台中市
2002,10,男,25-34,4,台北市
2002,10,女,未滿15,1,台南市
2002,10,男,35-49,1,台南市
2002,10,男,25-34,1,宜蘭縣
2002,10,男,35-49,1,南投縣
2002,10,女,35-49,1,高雄市
2002,10,男,25-34,2,高雄市
2002,10,男,35-49,1,高雄市
2002,10,男,50-64,1,高雄市
2002,10,男,15-24,2,新北市
2002,10,男,25-34,1,新北市
2002,10,男,50-64,1,新北市
2002,10,男,35-49,1,嘉義市
2002,11,男,25-34,2,台中市
2002,11,男,35-49,1,台中市
2002,11,男,25-34,1,台北市
2002,11,男,35-49,1,台東縣
2002,11,女,50-64,1,台南市
2002,11,男,65以上,1,台南市
2002,11,男,25-34,1,桃園市
2002,11,男,35-49,1,桃園市
2002,11,男,25-34,1,高雄市
2002,11,男,35-49,1,高雄市
2002,11,男,50-64,1,基隆市
2002,11,男,25-34,1,新北市
2002,11,男,35-49,2,新北市
2002,11,男,50-64,1,新北市
2002,11,男,35-49,1,新竹縣
2002,12,男,25-34,2,台中市
2002,12,男,35-49,2,台中市
2002,12,男,25-34,1,台北市
2002,12,男,15-24,1,台南市
2002,12,男,25-34,1,台南市
2002,12,男,15-24,1,花蓮縣
2002,12,男,50-64,1,桃園市
2002,12,男,25-34,3,新北市
2002,12,男,35-49,3,新北市
2002,12,男,50-64,1,新北市
2002,12,男,35-49,1,嘉義市
2003,1,男,25-34,2,台中市
2003,1,男,35-49,1,台北市
2003,1,男,15-24,1,台南市
2003,1,男,35-49,1,花蓮縣
2003,1,男,50-64,1,南投縣
2003,1,男,25-34,1,桃園市
2003,1,男,35-49,1,桃園市
2003,1,男,25-34,2,高雄市
2003,1,男,35-49,1,高雄市
2003,1,男,15-24,1,新北市
2003,1,男,35-49,1,新北市
2003,1,男,50-64,1,新北市
2003,1,男,25-34,1,嘉義縣
2003,1,男,35-49,1,嘉義縣
2003,1,女,35-49,1,彰化縣
2003,1,男,35-49,1,彰化縣
2003,2,女,35-49,1,台中市
2003,2,男,25-34,1,台中市
2003,2,男,35-49,1,台中市
2003,2,男,65以上,1,台中市
2003,2,男,35-49,1,台北市
2003,2,女,35-49,1,台南市
2003,2,男,25-34,1,台南市
2003,2,男,35-49,1,桃園市
2003,2,男,25-34,1,高雄市
2003,2,男,35-49,2,高雄市
2003,2,男,25-34,1,新北市
2003,3,男,25-34,1,台中市
2003,3,男,35-49,1,台中市
2003,3,男,15-24,1,台北市
2003,3,男,25-34,1,台北市
2003,3,男,35-49,1,台北市
2003,3,女,25-34,1,屏東縣
2003,3,女,未滿15,1,屏東縣
2003,3,男,35-49,1,屏東縣
2003,3,男,25-34,1,苗栗縣
2003,3,男,50-64,1,桃園市
2003,3,男,25-34,2,高雄市
2003,3,男,35-49,3,高雄市
2003,3,男,50-64,1,高雄市
2003,3,男,35-49,1,基隆市
2003,3,男,50-64,1,基隆市
2003,3,男,25-34,2,新北市
2003,3,男,50-64,2,新北市
2003,3,男,35-49,1,嘉義縣
2003,3,男,35-49,1,彰化縣
2003,4,女,35-49,2,台中市
2003,4,女,50-64,1,台中市
2003,4,男,15-24,1,台中市
2003,4,男,25-34,2,台中市
2003,4,男,50-64,1,台中市
2003,4,男,25-34,3,台北市
2003,4,男,35-49,1,台北市
2003,4,男,35-49,3,台南市
2003,4,男,25-34,1,南投縣
2003,4,男,25-34,1,屏東縣
2003,4,男,35-49,1,屏東縣
2003,4,男,25-34,1,苗栗縣
2003,4,男,50-64,1,桃園市
2003,4,男,50-64,1,高雄市
2003,4,男,35-49,1,基隆市
2003,4,男,25-34,1,新北市
2003,4,男,35-49,3,新北市
2003,4,男,65以上,2,新北市
2003,5,男,35-49,1,台中市
2003,5,男,35-49,1,台北市
2003,5,男,25-34,1,桃園市
2003,5,男,50-64,1,桃園市
2003,5,女,15-24,1,高雄市
2003,5,男,35-49,1,高雄市
2003,5,男,25-34,1,雲林縣
2003,5,男,15-24,1,新北市
2003,5,男,25-34,2,新北市
2003,6,男,35-49,1,台中市
2003,6,男,25-34,3,台北市
2003,6,男,35-49,1,台北市
2003,6,男,25-34,1,台南市
2003,6,男,35-49,1,屏東縣
2003,6,男,25-34,1,苗栗縣
2003,6,男,25-34,1,桃園市
2003,6,男,35-49,1,高雄市
2003,6,女,35-49,1,新北市
2003,6,男,25-34,2,新北市
2003,6,男,65以上,1,新北市
2003,6,男,35-49,1,新竹縣
2003,6,女,35-49,1,嘉義縣
2003,6,男,35-49,1,嘉義縣
2003,7,男,15-24,1,台中市
2003,7,男,35-49,2,台中市
2003,7,男,25-34,2,台北市
2003,7,男,65以上,1,台北市
2003,7,男,25-34,1,台南市
2003,7,男,35-49,2,台南市
2003,7,女,25-34,1,宜蘭縣
2003,7,女,35-49,1,桃園市
2003,7,男,25-34,1,高雄市
2003,7,男,35-49,1,雲林縣
2003,7,男,25-34,2,新北市
2003,7,男,35-49,1,新北市
2003,7,男,65以上,2,新北市
2003,7,男,35-49,1,嘉義縣
2003,7,男,50-64,1,彰化縣
2003,8,男,15-24,1,台中市
2003,8,男,25-34,1,台中市
2003,8,男,35-49,1,台中市
2003,8,男,65以上,1,台中市
2003,8,男,25-34,2,台北市
2003,8,男,35-49,1,台北市
2003,8,男,15-24,1,台南市
2003,8,男,35-49,1,台南市
2003,8,男,50-64,1,花蓮縣
2003,8,男,25-34,1,南投縣
2003,8,男,25-34,1,屏東縣
2003,8,男,50-64,1,屏東縣
2003,8,男,25-34,1,桃園市
2003,8,男,35-49,1,桃園市
2003,8,男,25-34,1,高雄市
2003,8,男,35-49,1,高雄市
2003,8,男,50-64,1,高雄市
2003,8,男,15-24,1,新北市
2003,8,男,25-34,2,新北市
2003,8,男,35-49,1,新北市
2003,8,男,50-64,3,新北市
2003,8,男,35-49,1,新竹市
2003,9,男,15-24,1,台中市
2003,9,男,35-49,2,台中市
2003,9,男,25-34,1,台北市
2003,9,男,35-49,1,台北市
2003,9,男,35-49,1,台東縣
2003,9,女,50-64,1,台南市
2003,9,男,25-34,1,台南市
2003,9,男,65以上,1,台南市
2003,9,男,25-34,1,桃園市
2003,9,男,35-49,1,桃園市
2003,9,男,25-34,2,高雄市
2003,9,男,35-49,1,高雄市
2003,9,男,25-34,1,基隆市
2003,9,男,35-49,1,基隆市
2003,9,女,50-64,1,新北市
2003,9,男,25-34,3,新北市
2003,9,男,35-49,1,新北市
2003,9,男,50-64,3,新北市
2003,9,男,25-34,1,新竹縣
2003,9,男,35-49,1,嘉義縣
2003,9,男,50-64,1,彰化縣
2003,10,男,25-34,1,台中市
2003,10,男,25-34,1,台北市
2003,10,男,35-49,1,台北市
2003,10,男,50-64,1,台北市
2003,10,男,35-49,1,台東縣
2003,10,男,35-49,1,台南市
2003,10,女,50-64,1,桃園市
2003,10,男,25-34,1,桃園市
2003,10,男,35-49,1,桃園市
2003,10,男,25-34,1,新北市
2003,10,男,35-49,1,新北市
2003,10,女,35-49,1,新竹市
2003,11,男,35-49,2,台中市
2003,11,男,35-49,2,台北市
2003,11,男,65以上,1,台東縣
2003,11,男,25-34,1,屏東縣
2003,11,男,35-49,2,屏東縣
2003,11,男,25-34,1,苗栗縣
2003,11,男,50-64,1,苗栗縣
2003,11,男,25-34,2,高雄市
2003,11,男,35-49,1,高雄市
2003,11,男,50-64,1,基隆市
2003,11,男,15-24,1,新北市
2003,11,男,25-34,2,新北市
2003,11,男,65以上,2,新北市
2003,12,男,25-34,1,台中市
2003,12,男,35-49,1,台中市
2003,12,女,25-34,1,台北市
2003,12,男,15-24,1,台北市
2003,12,男,35-49,1,台北市
2003,12,男,35-49,1,花蓮縣
2003,12,男,35-49,1,屏東縣
2003,12,女,35-49,1,桃園市
2003,12,男,15-24,2,桃園市
2003,12,男,25-34,2,桃園市
2003,12,男,35-49,1,桃園市
2003,12,男,25-34,1,高雄市
2003,12,男,50-64,2,高雄市
2003,12,男,35-49,1,基隆市
2003,12,男,25-34,2,新北市
2003,12,男,35-49,3,新北市
2003,12,男,50-64,1,彰化縣
2004,1,男,15-24,2,台中市
2004,1,男,25-34,1,台中市
2004,1,男,35-49,1,台中市
2004,1,男,50-64,1,台中市
2004,1,男,15-24,2,台北市
2004,1,男,35-49,2,台北市
2004,1,男,25-34,1,台南市
2004,1,男,25-34,1,花蓮縣
2004,1,男,35-49,1,南投縣
2004,1,男,65以上,1,南投縣
2004,1,男,35-49,2,屏東縣
2004,1,女,35-49,1,桃園市
2004,1,男,25-34,1,桃園市
2004,1,男,35-49,2,高雄市
2004,1,男,65以上,1,高雄市
2004,1,男,25-34,1,雲林縣
2004,1,男,25-34,1,新北市
2004,1,男,35-49,1,新北市
2004,2,男,35-49,1,台北市
2004,2,男,50-64,1,台南市
2004,2,男,25-34,1,宜蘭縣
2004,2,男,50-64,1,花蓮縣
2004,2,男,25-34,2,南投縣
2004,2,男,25-34,1,桃園市
2004,2,男,25-34,1,高雄市
2004,2,男,65以上,1,高雄市
2004,2,男,50-64,1,雲林縣
2004,2,男,25-34,2,新北市
2004,2,男,35-49,1,新北市
2004,2,男,50-64,2,新北市
2004,2,男,50-64,1,新竹市
2004,2,男,25-34,1,新竹縣
2004,2,男,25-34,1,嘉義市
2004,2,男,35-49,1,嘉義縣
2004,2,男,25-34,1,彰化縣
2004,3,男,35-49,1,台北市
2004,3,女,35-49,1,台南市
2004,3,男,25-34,1,台南市
2004,3,男,35-49,1,台南市
2004,3,男,25-34,1,南投縣
2004,3,男,15-24,1,桃園市
2004,3,男,35-49,1,桃園市
2004,3,男,50-64,1,桃園市
2004,3,男,25-34,1,高雄市
2004,3,男,65以上,1,基隆市
2004,3,男,35-49,1,新北市
2004,3,男,65以上,1,新北市
2004,3,女,65以上,1,彰化縣
2004,3,男,25-34,2,彰化縣
2004,4,男,15-24,1,台北市
2004,4,男,25-34,2,台北市
2004,4,男,35-49,2,台北市
2004,4,男,50-64,1,台北市
2004,4,女,15-24,1,台南市
2004,4,男,25-34,1,台南市
2004,4,男,50-64,1,屏東縣
2004,4,男,35-49,1,苗栗縣
2004,4,男,25-34,3,桃園市
2004,4,男,35-49,6,桃園市
2004,4,男,50-64,1,桃園市
2004,4,男,35-49,1,高雄市
2004,4,男,50-64,1,高雄市
2004,4,男,65以上,1,高雄市
2004,4,男,35-49,1,雲林縣
2004,4,女,25-34,1,新北市
2004,4,男,35-49,5,新北市
2004,4,男,50-64,1,新北市
2004,4,男,15-24,1,新竹市
2004,4,男,35-49,3,新竹市
2004,4,男,50-64,1,彰化縣
2004,5,女,25-34,1,台中市
2004,5,男,35-49,1,台中市
2004,5,男,50-64,1,台中市
2004,5,男,25-34,1,台北市
2004,5,男,35-49,3,台北市
2004,5,女,50-64,1,台南市
2004,5,男,25-34,1,台南市
2004,5,男,35-49,1,台南市
2004,5,男,50-64,1,台南市
2004,5,男,35-49,1,宜蘭縣
2004,5,男,35-49,1,花蓮縣
2004,5,女,35-49,2,桃園市
2004,5,男,25-34,1,高雄市
2004,5,男,50-64,1,高雄市
2004,5,男,35-49,2,新北市
2004,5,男,50-64,1,新竹縣
2004,5,男,65以上,1,嘉義縣
2004,5,男,25-34,1,彰化縣
2004,6,男,25-34,2,台北市
2004,6,男,25-34,1,台南市
2004,6,男,25-34,3,花蓮縣
2004,6,男,35-49,1,花蓮縣
2004,6,男,25-34,1,屏東縣
2004,6,女,25-34,1,桃園市
2004,6,男,15-24,1,高雄市
2004,6,男,25-34,2,高雄市
2004,6,男,35-49,2,高雄市
2004,6,男,25-34,1,新北市
2004,6,男,35-49,2,新北市
2004,6,男,50-64,2,新北市
2004,6,男,25-34,1,新竹市
2004,7,女,50-64,1,台北市
2004,7,男,25-34,1,台東縣
2004,7,男,25-34,1,台南市
2004,7,男,35-49,1,台南市
2004,7,男,65以上,1,台南市
2004,7,男,35-49,1,屏東縣
2004,7,男,50-64,1,屏東縣
2004,7,男,25-34,2,高雄市
2004,7,男,35-49,2,高雄市
2004,7,男,35-49,1,雲林縣
2004,7,男,35-49,2,新北市
2004,7,男,35-49,1,新竹縣
2004,7,男,25-34,1,嘉義市
2004,7,男,25-34,1,彰化縣
2004,8,男,35-49,1,台中市
2004,8,女,35-49,1,台北市
2004,8,男,25-34,2,台北市
2004,8,男,25-34,1,花蓮縣
2004,8,男,35-49,2,花蓮縣
2004,8,男,25-34,1,南投縣
2004,8,男,25-34,1,屏東縣
2004,8,男,35-49,2,屏東縣
2004,8,男,25-34,1,苗栗縣
2004,8,男,35-49,1,苗栗縣
2004,8,男,25-34,1,桃園市
2004,8,男,35-49,1,桃園市
2004,8,男,15-24,1,高雄市
2004,8,男,35-49,2,高雄市
2004,8,男,35-49,1,基隆市
2004,8,男,15-24,1,新北市
2004,8,男,25-34,4,新北市
2004,8,男,35-49,4,新北市
2004,8,男,50-64,1,新北市
2004,8,男,25-34,1,彰化縣
2004,9,女,25-34,1,台中市
2004,9,男,35-49,1,台中市
2004,9,男,35-49,1,台南市
2004,9,男,25-34,1,宜蘭縣
2004,9,男,35-49,1,花蓮縣
2004,9,男,35-49,3,桃園市
2004,9,男,50-64,1,桃園市
2004,9,男,15-24,1,高雄市
